"id","index_name","item_name","index_type","std_index_name","std_item_name","std_type"
"0009b14a8500246730f325273d1690ff","氧氟沙星","支原体检查","sh_item","氧氟沙星","衣原体/支原体/药敏","血"
"0009c15621e149b758fe1fb5c3510b5d","小结","彩超(下肢静脉单侧)(AY)","part_item","小结","|静脉|下肢静脉|下肢（超声）","\N"
"0009e47f5896fd4418d594bb60fb7da7","基因检测","美因-女性全套疾病风险筛查(79项)","other","基因检测","基因检测","\N"
"0009f2da03603ba2811a6cc010a8a30d","糖类抗原CA72-4(TM)","蛋白芯片检测(C12女)","sh_item","糖链抗原CA724","肿瘤标志物","\N"
"000b182251842e11980064611bbce697","血清同型半胱氨酸测定(HCY)","肝功能15项","sh_item","同型半胱氨酸","同型半胱氨酸测定","血"
"000bac32e35af396a8806d821f73103f","基础代谢率BMR(KJ)","人体成分检测(团)","other","基础代谢率","一般检查","\N"
"000c5ff9df049592eaa3c2220303cb47","抗精子抗体IGM","不育不孕五项","\N","抗精子抗体","\N","\N"
"000c9699c5b577e920d4317ba50f8c26","ABO血型检测","丽水-血型","sh_item","血型（ABO）","血型","血"
"000cce4202ed7bde580e98751c5a8165","糖链抗原CA15-3测定(芯片)","男性肿瘤12项","sh_item","糖链抗原CA153","肿瘤标志物","\N"
"000d2a60f81dc1f660397a38b4a8ecf4","甲胎蛋白测定(AFP)定量","女性肿瘤标志物7项(新)","sh_item","甲胎蛋白AFP","肿瘤标志物","血"
"000d3661c6742c4744b2ae360f6e2d46","神经元特异烯醇化酶测定(NSE)","(外)神经元特异性烯醇化酶(NSE)","sh_item","神经元特异性烯醇化酶","肿瘤标志物","血"
"000d5a8b68521c58557b8725a952c0fa","左附件","彩色多普勒妇科超声检查(停用","part_item","附件（左）","|妇科（超声）","\N"
"000dc700fe34fcb970146917cf62263e","尿液镜检上皮细胞","02尿液-镜检","sh_item","上皮细胞","尿液分析","尿"
"000de45b2d17c66cb7e9f1385fdd4bb4","乙型肝炎病毒表面抗原定性(HBSAG)","乙肝两对半","sh_item","乙型肝炎病毒（表面抗原）","乙肝检测","\N"
"000e3855fb718b0dadde6d3e7ed5dee6","描述","职业健康检查-肝脏B超(有图文)","part_item","描述","|肝（超声）","\N"
"000f78c270712277a9e9561ad6455b46","小结","MRI中腹","part_item","小结","|腹（MRI）","\N"
"0010379f6c528fcc304d4cb01297d8de","交沙霉素","支原体培养+药敏","sh_item","交沙霉素","衣原体/支原体/药敏","血"
"0010d13584b7047c3824664d553b98b8","体重指数(18.5-23.9)","一般检查(2)(105室)","other","体重指数","一般检查","\N"
"001118bf7d4920ce376b1116b5393b6d","糖类抗原(CA125)","TM3(女士)","sh_item","糖链抗原CA125","肿瘤标志物","\N"
"001140ef0973845f383cacc2088f71d7","大便潜血","大便隐血","other","隐血","粪便分析","血"
"00117ae1cf1284e99bee7e3d1be06212","血清间接胆红素(计算值)(非结合胆红素)","血清间接胆红素","sh_item","间接胆红素","肝功能","血"
"0011daeac52502ceb92e6649ce969f92","小结","一般检查(血压)","other","小结","一般检查","血"
"0012a87dff1fefff583597df1fbf7cd7","Β-绒毛膜促性腺激素","子宫肿瘤标志物4项","sh_item","Β-绒毛膜促性腺激素","妊娠试验","\N"
"0012c6eb30a1252bdb6650292f335163","小结","盆腔双肾彩超","part_item","小结","|双肾|盆腔|肾（超声）","\N"
"0012cef669b57966a8dd166e2548cde2","糖链抗原CA125测定","肿瘤检测(女十二项)","sh_item","糖链抗原CA125","肿瘤标志物","\N"
"0012f5fd8479a68c63bf588f4c7647f6","血清总胆固醇","血清总胆固醇A","sh_item","总胆固醇","血脂","血"
"001361bd8337c99b7b3b77cf9bda3def","描述","CT胸椎检查","part_item","描述","|胸|胸椎（CT）","\N"
"0013cb5851159908f49d36f8718973e2","检查结果","右膝关节正位DR(不出片)","part_item","结果","|右膝|膝|关节|膝关节|右膝关节（DR）","\N"
"0013fcf3c20cc624b940abec1cccb763","糖类抗原(CA153)","肿瘤标志物7项(女)","sh_item","糖链抗原CA153","肿瘤标志物","\N"
"00146a840fa7d681760f75840ca4ef02","检查结果","DR髋关节-无胶片","part_item","结果","|髋|关节|髋关节（DR）","\N"
"00149d45604b9d35008273e2505231a5","描述","核磁(颈部)(不出片)","part_item","描述","|颈部|颈（MRI）","\N"
"0014e1f78f6b88e743d488528ae82c7f","小结","无忧儿童基因检测(27项)","other","小结","基因检测","\N"
"001534f84f0fdb2dc8da242810357ffd","乳房","外科-学生","other","乳房","内科|外科","\N"
"00156a31038796c221d43aea9a224247","血清三碘甲状原氨酸测定(T3)","甲状腺功能三项(省)","sh_item","三碘甲状腺原氨酸","甲状腺功能","血"
"00156da29234794deecb525b4069c2a1","屋尘混合HX2","食物及吸入过敏原十项","sh_item","屋尘混合","过敏检测","\N"
"00157f083eb112e5c65f449487b99005","尿微量白蛋白(MALB)","早期肾病筛查","sh_item","微量白蛋白","肾功能","尿"
"001613ade1b74eba2b417173566d1bf0","?底小结","眼底","other","小结","眼科检查","\N"
"0016321bbf3fc9ee0eca57b09e227cf0","甲状腺过氧化物酶抗体","甲状腺过氧化物酶抗体","sh_item","甲状腺过氧化物酶抗体","甲状腺功能","血"
"001678e19c910713a9c666f3ae670625","A-羟丁酸脱氢酶","心功能组合6项","sh_item","A羟基丁酸脱氢酶","心肌酶","\N"
"00167bc2a7cacf4add9bdd9f1d777ccb","超敏C反应蛋白","大生化","sh_item","C反映蛋白（超敏）","C反应蛋白","血"
"0018360af2386c15295c8bc89bbc5da7","糖类抗原CA72-4","蛋白芯片检测(C12男)","sh_item","糖链抗原CA724","肿瘤标志物","\N"
"00185c4ef180a08a3083fad6003528c3","人乳头瘤病毒73型","HPV检测(妇科)","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"0018a062668166aee45a7774945b77bd","小结","盆腔MRI检查(不含片)","part_item","小结","|盆腔（MRI）","\N"
"0018d7bf54f4368c8af60140e0353188","左眼裸视力","五官科检查","other","裸眼视力（左眼）","眼科检查","\N"
"0018f3dd8d2e219b0bb68ed1b6da3269","血清总蛋白","肝功能11项目","sh_item","总蛋白","肝功能","血"
"00194fd3bb00594f28c98ea440d2680d","维生素B12含量","衢州-贫血四项","sh_item","维生素B12","维生素检测","血"
"00196e69d608015cff1e0f1ae8cbc0eb","右肾","泌尿系彩超-男","part_item","肾（右）","|泌尿（超声）","\N"
"00199b90738c8d26c3bbc6c0a3429a61","EB病毒早期抗原IGM抗体(EA-IGM)","抗EB病毒IGG(EBV-EA-IGG)","sh_item","EB病毒","EB病毒检测","\N"
"0019aefc05625b435c58d8e6c1ea2771","HPV-45(高危型)","人乳头瘤病毒抗体(HPV)活动","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"0019cd873c7f35c9a00ec0980ec7636b","梅毒螺旋体特异性抗体(TPPA法","梅毒筛查","sh_item","梅毒","梅毒检测","\N"
"0019d6f99c39c86b18ed73fa5301d7c7","鳞状细胞癌抗原","化学发光检测C12","sh_item","鳞状细胞相关抗原测定","肿瘤标志物","\N"
"001a4a17f4d514a2ed2b9d6b40f1e088","RPR","梅毒检查两项(RPR、TPPA)","sh_item","快速血浆反应素试验","梅毒检测","血"
"001b0f3b5522bb7e28f51c562782a321","血浆粘度(MPA.S)","血液粘稠度检测(血流变)","sh_item","血浆粘度","血流变","血"
"001b8e31a2f07d1ffa695bc643edd3c1","鼓膜","职业健康检查(耳科常规)","other","鼓膜","耳鼻喉检查","\N"
"001baaa6f9e6872fbd731fd1cec7d661","皮质醇测定(F)","高血压五项","\N","皮质醇","\N","\N"
"001bc8c569965a7fbbf7f5be09094d57","TPPA","梅毒筛查(TPPA)","sh_item","梅毒","梅毒检测","血"
"001c0d5f6719ff6c3378cef90cbf055d","单纯疱疹II型IGM","优生10项","sh_item","抗单纯疱疹病毒（抗体）","优生优育","\N"
"001c670b3f14b39c3afd4100e8ba2082","癌胚抗原测定(CEA)定量","(WS外送)蛋白芯片检测(C8男)","sh_item","癌胚抗原CEA","肿瘤标志物","血"
"001c7550d99e4d9f5bc315895efe76a2","糖链抗原CA125测定","女性肿瘤标志物10项(新)","sh_item","糖链抗原CA125","肿瘤标志物","\N"
"001ca3cc46ac28c548d6d8aa32fd8a7b","小结","两腺肿瘤风险评估-美因(301)","other","小结","肿瘤标志物","\N"
"001cb4d02fe7b13bb082855e440dcf66","中性粒细胞数绝对值","血液分析(五分类)","sh_item","中性细胞（计数）","血液分析","血"
"001d3a6c0315af1ab765a70e4023c45e","描述","CT头部检查(出片)","part_item","描述","|头部|头（CT）","\N"
"001d4289e2c975e874abf7cb212d8676","促甲状腺激素","肿瘤十五项(女)","sh_item","促甲状腺激素","甲状腺功能","血"
"001d45cac6cfb1381c841c59ef5b08c7","HPV45型基因分型(高危型)","人乳头瘤病毒25分型检测(团)","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"001d7fc20c15627f13075348910ff6e1","中性细胞比率","血细胞分析27项(医保)","sh_item","中性细胞（比率）","血液分析","血"
"001d8e3dcd7832808749d313d5e00cea","血清谷丙转氨酶","2019肝功能二项","sh_item","丙氨酸氨基转移酶","肝功能","血"
"001e090af6bd3541df29ab43a96d348b","小结","眼压检查(非接触性)","other","小结","眼科检查","\N"
"001e4a778d19a5d95a288a5d4ef2b44f","细胞角蛋白19片段测定(CYF21-1)","女12项肿瘤标志物筛查","sh_item","细胞角蛋白","肿瘤标志物","\N"
"001e505935955db524f7f23b9abf745e","HPV51(高危型)","宫颈HPV-DNA检查","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"001f4a8399d40066ea12e0153cb81db2","右肾","前列腺彩超(无图文)","part_item","肾（右）","|前列腺（超声）","\N"
"001f5b650783bd79556ae2fdc36a791a","描述","CT胸部检查(不含片)","part_item","描述","|胸部（CT）","\N"
"002040056b2d9c987dbfc55db7070563","X光片号","颈椎双斜位DR检测","part_item","X光片号","|颈椎|颈（X光|DR）","\N"
"00205bc16df9c7c3fbb1e1a3575c89d7","糖链抗原15-3测定(CA15-3)","肿瘤五项(女)","sh_item","糖链抗原CA153","肿瘤标志物","\N"
"0020661882a188a10255c8147310190f","HPV高危亚型39","人乳头瘤病毒抗体","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"0020f1bef69d93815b15d827faf5536e","红细胞聚集指数(ABRBC)","血流变学检查","sh_item","红细胞聚集指数","血流变","血"
"002160e068a279941afe607178a9bec7","蟑螂","过敏原检测定性21项","sh_item","蟑螂","过敏检测","血"
"0021677bbab88e1c206b1d2a5c65a126","甲胎蛋白","(外送)肿瘤标志物6项(女)","sh_item","甲胎蛋白AFP","肿瘤标志物","血"
"0022000689725d10c9d466317dcad69c","AMH(抗缪勒管激素)","AMH(抗缪勒氏管激素)","sh_item","抗缪勒氏管激素","性激素","血"
"00220050acdb59d1a22273a874373f65","糖类抗原CA15-3测定","女性肿瘤4项","sh_item","糖链抗原CA153","肿瘤标志物","\N"
"00224a1fc55759d3e9d0b1faf26f52fe","糖类抗原19-9(CA19-9)","糖链抗原199测定","sh_item","糖链抗原CA199","肿瘤标志物","\N"
"0022550919a57c1624d590d6846f3b89","描述","下午核磁(截止到8月31日)","part_item","描述","（MRI）","\N"
"0022a3094a0591f2a3649512a9bb1099","检查结果","DR手掌斜位片(单手)","part_item","结果","|手|手掌|掌（DR）","\N"
"0022e1e352b72755567fb6e63ddfe2f8","网织红细胞计数","网织红细胞计数(RET)","sh_item","网织红细胞（计数）","血液分析","血"
"0023438a6256df74e90775badbb364a1","尿酮体(KET)","尿液一般检查(分析+镜检)","sh_item","酮体","尿液分析","尿"
"00235a4d25acd6521dea595878896a73","平均血小板体积","\N","sh_item","平均血小板体积","血液分析","血"
"002405484ee05064c8f5d91b81eaaafb","中性粒细胞比率","全血细胞计数+5分类","sh_item","中性细胞（比率）","血液分析","血"
"002452e716f411809ba6f4a44f897878","描述","左踝关节MR平扫(不出片)","part_item","描述","|左踝关节（MR）","\N"
"0024c13cae97522782505dd145ae304e","尿白细胞酯酶(LEU)","尿常规(干化学法)","sh_item","白细胞酯酶","尿液分析","尿"
"0024cffbda642d21c359a6c6481761d0","描述","头部CT扫描(不含片)","part_item","描述","|头部|头（CT）","\N"
"0024e5b77f8b0c703ca3666010866e8d","甲胎蛋白测定AFP定量","(八九联动)甲胎蛋白AFP定量","sh_item","甲胎蛋白AFP","肿瘤标志物","\N"
"0024f290cbb3c101da59bb644974cd9c","描述","体检加项C(左膝)","other","描述","\N","\N"
"00251ea467ae020d5a8d765471074f47","其它","眼科检查(外眼、?底、裂隙灯)","other","其它","眼科检查","\N"
"0025397c2f981db611cbd50702d88f74","小结","CT-右膝关节(不出片)","part_item","小结","|右膝|膝|关节|膝关节|右膝关节（CT）","\N"
"00256efbdfdaea1ee4e328f4a64c0f13","CD19","淋巴细胞亚群测定","sh_item","T淋巴细胞亚群","免疫检查","\N"
"0025eb8ba93c0b5c57a2eb406f693c2e","小结","MRI平扫(髋关节)","part_item","小结","|髋|关节|髋关节（MRI）","\N"
"002678808b787949ad90f26983a0c7b4","超敏C反应蛋白(HS-CRP)","(WS)心梗二项","sh_item","C反映蛋白（超敏）","C反应蛋白","\N"
"0026938eeeb486beacb3f1316bd2c5d9","癌胚抗原(CEA)测定","癌胚抗原测定(CEA)","sh_item","癌胚抗原CEA","肿瘤标志物","血"
"00269b099bd1616cd79c208072b4261c","脾脏压痛","内科检查(赣州)","other","脾脏压痛","内科|外科","\N"
"0026cdc1b6a913a9d2a35f77ef8688e3","X光片号","颈椎正侧位检查","part_item","X光片号","|颈椎（X光）","\N"
"0027206b42d46c198927f5e1ebe0d4db","羟丁酸脱氢酶","心肌酶谱四项","sh_item","羟基丁酸脱氢酶","心肌酶","\N"
"0027f16020362eb97919c9724e9c0aa9","谷氨酰转移酶","肝功三项","sh_item","r-谷氨酰基转移酶","肝功能","血"
"00284d4c7b6740e34e42f4c929686ab2","肺活量","肺功能检查","other","肺活量","肺功能","\N"
"0028945e7fe200a7230bc7ddcb65ce2d","EB病毒衣壳抗原IGM抗体(EBV-CA-IGM)","EB病毒抗体2项(DE)","sh_item","EB病毒","EB病毒检测","\N"
"0028a4ff5355bdbed2159c1bc47533f0","抗“O”","风湿三项(外)","sh_item","抗溶血性链球菌“O”","风湿检查","血"
"0028fb7c6b3afb1139e3f6e42f8e5675","总前列腺特异性抗原测定(TPSA)","肿瘤标志物联合检测(男)","sh_item","总前列腺特异性抗原","肿瘤标志物","血"
"00293f020d983dea6972ae6921e37a97","鳞状细胞癌相关抗原","男性肿瘤6项","sh_item","鳞状细胞相关抗原测定","肿瘤标志物","\N"
"00295fec40f18c9c89c9a57e8b4e0c28","结膜","眼及视力+眼底检查+裂隙灯检查","other","结膜","眼科检查","\N"
"00298b073722d016894b03780115aa50","猫毛/狗毛皮屑","成人鼻炎/哮喘过敏原组合十项","sh_item","猫|狗","过敏检测","血"
"0029a2667ca314dbf05942484c1b9234","CD3+CD4+%","T细胞亚群检测(CD3CD4CD8)","sh_item","T淋巴细胞亚群","免疫检查","\N"
"0029c4f6e75c82036c0fa178b7ee3fc6","滴虫","OY阴道分泌物常规检查(清洁度、滴虫、霉菌)","sh_item","滴虫","白带分析","白带"
"002a1b659b58ac276e7df6ff702c0f2c","血清促卵泡生成素测定(FSH)","性激素6项","sh_item","促卵泡生成素","性激素","血"
"002a56a569fd4797e1b0a1e99d4d071f","蟹","食物不耐受14项","sh_item","蟹","过敏检测","血"
"002a5eb711f0a4fbce1b0e1aea593aa6","血清白蛋白测定(ALB)","肝功七项","sh_item","白蛋白","肝功能","血"
"002a9f2bc8f975498c3deabe3a066fdc","胃蛋白酶原I","胃功能评估五项(PCA、IFA、PGI、PGII、G17)","sh_item","胃蛋白酶原I","胃功能","血"
"002b15c79e614649bd07b11695518e3f","糖类抗原724","CA724","sh_item","糖链抗原CA724","肿瘤标志物","\N"
"002b6139c5b7e8d7dd1dcf14ee548a9d","大血小板数","血液细胞分析(五分类)","sh_item","大血小板计数","血液分析","血"
"002bbf6e9634e4a79c5084e3f21828ad","其他细胞","尿液干化学分析","other","其他细胞","尿液分析","尿"
"002bbfc8fdd5f2d976e6c335c15e9205","HPV-DNA-43型","HPV-DNA检测(26)","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"002c94087f97cb791648e4df5484e858","糖化血清蛋白(GSP)","糖化血清蛋白(FRUC)","sh_item","果糖胺","糖尿病检测","血"
"002cd72d18daac8d57587f42e1abdc1b","糖链抗原CA19-9测定","女性肿瘤5项(后三项电发光)","sh_item","糖链抗原CA199","肿瘤标志物","\N"
"002cfe3d331650c47ff841dedb1747bf","乙肝病毒表面抗体","乙肝表面抗体(定量)","sh_item","乙型肝炎病毒（表面抗体）","乙肝检测","血"
"002d40f04138016a55eefd085b17d7ba","癌胚抗原","男性肿瘤标志物全套","sh_item","癌胚抗原CEA","肿瘤标志物","血"
"002dfefbdbedb4fada056e83330d997e","HPV-DNA-56型","HPV26分型","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"002e48274e32b70a32014f09b514fdd5","血清钙测定(CA)","全血钙测定(CA)","sh_item","钙测定","微量元素测定","血"
"002e74c9b086df88ac5e9fe2fb790eaa","血清总胆固醇","动脉粥样硬化指数(计算值)","sh_item","总胆固醇","血脂","血"
"002e75d719402ea06ed7bc33b950f181","HPV-DNA-44型","HPV-DNA检查","sh_item","人乳头瘤病毒检测HPV","人乳头瘤病毒","\N"
"002ef2e20357fae36a0822c5839b38a1","角蛋白19-2G2","K19","sh_item","细胞角蛋白","肿瘤标志物","血"
"002f0ae2c1e30e785aa934db2cb419fb","表肿瘤与肿块","外科检查(一)","other","体表肿瘤|肿块","内科|外科","\N"
"002f3ecca672ebc3856cf97c5c4d98ab","蜘蛛痣","外科检查(2018)","other","蜘蛛痣","内科|外科","\N"
"002f61f268b237914518c19eeda02e8a","糖蛋白抗原242","肿瘤十项(男)","sh_item","糖链抗原CA242","肿瘤标志物","\N"
"002fce5485ac561692eec6f80625cda7","小结","骨密度检测(B区308)","other","小结","\N","\N"
"00308a0c0756c84e7551d3ea41345e15","淋巴细胞绝对值(LYM)","职业健康-全血细胞计数+5分类","sh_item","淋巴细胞（计数）","免疫检查","血"
"0030bb1eda423f80d7100fded3c3f87b","癌胚抗原测定(CEA)定量","女性肿瘤标志物七项N","sh_item","癌胚抗原CEA","肿瘤标志物","血"
"00310071256566c9d432ac306758854a","血清间接胆红素","肝功12项","sh_item","间接胆红素","肝功能","血"
"003124ecc89f3d9d1d8cf3938fbb7f34","白细胞(高倍)","尿常规","sh_item","白细胞（镜检）","尿液分析","尿"
"003131ce05b4e4362961ae97596f11aa","右肾","(上腹部超声)A","part_item","肾（右）","|上腹部|腹|腹部（超声）","\N"
"003133255d9782810ff2117d6cda848b","尿红细胞(镜检)","尿液分析14项+镜检","sh_item","红细胞（镜检）","尿液分析","尿"
"00313fe826c7876074301e6f891e9846","裸眼视力左","眼科检查(2)","other","裸眼视力（左）","眼科检查","\N"
"0031bb23761eeefa33ceb1754a6f2068","缺齿","口腔内窥镜(赠送)","other","缺齿","口腔检查","\N"
"00323aed2767e9148ded4dde85f146f7","小结","CT平扫(骨盆)","part_item","小结","|骨|骨盆（CT）","\N"
"00338fbdbf5d9fa73b7af2e6ad57be5f","小结","身高、体重、体重指数、血压","other","小结","一般检查","血"
"0033a673335016c3cb86a35e72db6e30","血清促甲状腺激素","甲状腺功能(职业病检查)","sh_item","促甲状腺激素","甲状腺功能","血"
"0034063835c039606942ab5e4fcd54af","人附睾分泌蛋白(HE4)","TM7(女)","sh_item","附睾蛋白","肿瘤标志物","血"
"00343f9669cb243537a4d97a6cb81d7c","PSA","六项肿瘤标志物联合检测(TM6)","sh_item","总前列腺特异性抗原","肿瘤标志物","血"
"00345ac73b94cb49726f26c23f74a337","小结","子宫附件彩超(经腹)","part_item","小结","|经腹|子宫|腹|附件（超声）","\N"
"0035030892c826e5df7797b0be6eb5a3","X光片号","左膝关节DR-不出片","part_item","X光片号","|左膝|膝|关节|膝关节|左膝关节（X光|DR）","\N"
"0035d4b7487ad80ecd7f95bee4698e43","检查结果","慈铭-胸部正侧位DR","part_item","结果","|胸部（DR）","\N"
"003638cbd42418e098fa94ad697b2541","视野","眼科检查(辨色力)","other","视野","眼科检查","\N"
"00370476b6407064e4720b3defdc480f","血清III型前胶原测定","肝纤维化指标","sh_item","Ⅲ型前胶原","肝纤维化检测","血"
"00374817d86175990fba815d3d4d5b77","糖链抗原242测定(CA242)","糖链抗原CA242测定(化学发光法)","sh_item","糖链抗原CA242","肿瘤标志物","\N"
"0037a7a4546428b347a54aa2bfcfb170","胰岛素","胰岛素(INS)-外送","sh_item","胰岛素测定","糖尿病检测","血"
"0037beaa24d5a233c7c6fa435d55f797","描述","(聊城)胶囊胃镜礼包","part_item","描述","|胃（胶囊镜）","\N"
"003811bfc22574e64797254dd223f45a","膀胱","泌尿彩超-男(出图)","part_item","膀胱","|泌尿（超声）","\N"
"0038544fd17711780e8f3945b64e227a","右附件","(二楼)泌尿生殖系彩超(女)","part_item","附件（右）","|泌尿|生殖（超声）","\N"
"0038a735eca77822be50df9376a65610","描述","DR骨盆正位DR","part_item","描述","|骨|骨盆（DR）","\N"
"0038c502c41b8873f12496b7f262f957","小结","腰椎侧位片DR","part_item","小结","|腰|腰椎（DR）","\N"
"003903a7a809b15fe2cc489a40cc2b30","乳房","外科检查(一)A","other","乳房","内科|外科","\N"
"0039227a95e462acd6e78f3576df88f4","小结","C14呼气试验室-18","other","小结","幽门螺旋杆菌检测","\N"
"00399559939c9b7559399bd31f781051","小结","宫颈液基薄层制片(TCT)","part_item","小结","|宫颈|颈（CT）","\N"
"0039c67ae1f8e771f0344c89f12dc412","CA72-4","女性肿瘤标志物联合检测(T13)","sh_item","糖链抗原CA724","肿瘤标志物","\N"
"0039eb9a6fcc74800e06dd7cdc9f343d","描述","腰椎DR正位(不出片)","part_item","描述","|腰|腰椎（DR）","\N"
